,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_Monthly,base_gallons_Weekly,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_Monthly,beginning_gallons_Weekly,en_allocation_status_Monthly,en_allocation_status_Weekly,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_Monthly,alerts_ratability_Weekly,next_refresh_date_Monthly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_Monthly,en_account_type_Weekly,NRB_Monthly,next_refresh_base_gallons_Monthly,next_refresh_base_gallons_Weekly,remaining_gallons_Monthly,remaining_gallons_Weekly,additional_gallons_allowed_Monthly,additional_gallons_allowed_Weekly,additional_gallons_remaining_Monthly,additional_gallons_remaining_Weekly,staging_id_Monthly,staging_id_Weekly,execution_date_Monthly,execution_date_Weekly,customer_name_Monthly,customer_name_Weekly,base_gallons_Daily,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,beginning_gallons_Daily,en_allocation_status_Daily,percentage_allocation_Daily_actual,percentage_allocation_Daily,alerts_ratability_Daily,next_refresh_date_Daily,NRB_Daily,next_refresh_base_gallons_Daily,remaining_gallons_Daily,additional_gallons_allowed_Daily,additional_gallons_remaining_Daily,execution_date_Daily,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-12-01,2015-12-01 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,0,0,0,0,1,w1,0,0,4198,121000,27500,Available,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w2,0,2015-12-08 00:00:00,Contract,Contract,0,-1,-1,121000,27500,0,0,0,0,9241639,9241638,2015-12-01 22:16:16,2015-12-01 22:16:16,Mansfield,Mansfield,0,1,4198,3,4198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,4198,True,0,0,-4198,121000,23302,-1,-1,-1,-1.0,-1,0,27500.0,3929.0,121799.0,-1,0,0
2015-12-02,2015-12-02 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,4198,0,4198,4198,1,w1,0,0,4198,121000,27500,Available,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w2,0,2015-12-08 00:00:00,Contract,Contract,0,-1,-1,116802,23302,0,0,0,0,9295707,9295706,2015-12-02 22:17:36,2015-12-02 22:17:36,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,True,True,4198,True,0,0,0,116802,23302,-1,-1,-1,54.0,-1,0,27500.0,3929.0,121799.0,-1,1,1
2015-12-03,2015-12-03 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,4198,0,4198,4198,1,w1,0,0,11197,121000,27500,Available,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w2,0,2015-12-08 00:00:00,Contract,Contract,0,-1,-1,116802,23302,0,0,0,0,9348978,9348977,2015-12-03 22:17:45,2015-12-03 22:17:45,Mansfield,Mansfield,0,1,6999,3,6999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,11197,True,0,0,-6999,116802,16303,-1,-1,-1,36.0,-1,0,27500.0,3929.0,121799.0,-1,0,0
2015-12-04,2015-12-04 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,11197,0,11197,11197,1,w1,0,0,11197,121000,27500,Available,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w2,0,2015-12-08 00:00:00,Contract,Contract,0,-1,-1,109803,16303,0,0,0,0,9402694,9402693,2015-12-04 22:19:32,2015-12-04 22:19:32,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,True,True,11197,True,0,0,0,109803,16303,-1,-1,-1,72.0,-1,0,27500.0,3929.0,121799.0,-1,1,1
2015-12-05,2015-12-05 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,11197,0,11197,11197,1,w1,0,0,11197,121000,27500,Available,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w2,0,2015-12-08 00:00:00,Contract,Contract,0,-1,-1,109803,16303,0,0,0,0,9454691,9454690,2015-12-05 22:17:23,2015-12-05 22:17:23,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,True,True,11197,True,0,0,0,109803,16303,-1,-1,-1,57.0,-1,0,27500.0,3929.0,121799.0,-1,1,1
2015-12-06,2015-12-06 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,11197,0,11197,11197,1,w1,0,0,21198,121000,27500,Available,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w2,0,2015-12-08 00:00:00,Contract,Contract,0,-1,-1,109803,16303,0,0,0,0,9490017,9490016,2015-12-06 22:16:31,2015-12-06 22:16:31,Mansfield,Mansfield,0,1,10001,3,10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,21198,True,0,0,-10001,109803,6302,-1,-1,-1,48.0,-1,0,27500.0,3929.0,121799.0,-1,0,0
2015-12-07,2015-12-07 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,21198,0,21198,21198,1,w1,0,0,21198,121000,27500,Available,Limited,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w2,0,2015-12-08 00:00:00,Contract,Contract,0,-1,-1,99802,6302,0,0,0,0,9534275,9534274,2015-12-07 22:16:32,2015-12-07 22:16:32,Mansfield,Mansfield,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,True,True,21198,True,0,0,0,99802,6302,-1,-1,-1,78.0,-1,0,27500.0,3929.0,121799.0,-1,1,1
2015-12-08,2015-12-08 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,21198,0,21198,0,1,w2,0,0,11203,121000,27500,Available,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w3,0,2015-12-15 00:00:00,Contract,Contract,0,-1,-1,99802,27500,0,0,0,0,9588330,9588329,2015-12-08 22:17:49,2015-12-08 22:17:49,Mansfield,Mansfield,0,1,11203,3,11203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,11203,True,0,0,-11203,99802,16297,-1,-1,-1,68.0,-1,0,27500.0,3929.0,121799.0,-1,0,0
2015-12-09,2015-12-09 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,32401,0,32401,11203,1,w2,0,0,11203,121000,27500,Available,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w3,0,2015-12-15 00:00:00,Contract,Contract,0,-1,-1,88599,16297,0,0,0,0,9639171,9639170,2015-12-09 22:17:27,2015-12-09 22:17:27,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,True,True,11203,True,0,0,0,88599,16297,-1,-1,-1,92.0,-1,0,27500.0,3929.0,121799.0,-1,1,1
2015-12-10,2015-12-10 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,32401,0,32401,11203,1,w2,0,0,11203,121000,27500,Available,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w3,0,2015-12-15 00:00:00,Contract,Contract,0,-1,-1,88599,16297,0,0,0,0,9677232,9677231,2015-12-10 22:19:50,2015-12-10 22:19:50,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,True,True,11203,True,0,0,0,88599,16297,-1,-1,-1,83.0,-1,0,27500.0,3929.0,121799.0,-1,1,1
2015-12-11,2015-12-11 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,32401,0,32401,11203,1,w2,0,0,11203,121000,27500,Available,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w3,0,2015-12-15 00:00:00,Contract,Contract,0,-1,-1,88599,16297,0,0,0,0,9742955,9742954,2015-12-11 22:19:05,2015-12-11 22:19:05,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,True,True,11203,True,0,0,0,88599,16297,-1,-1,-1,75.0,-1,0,27500.0,3929.0,121799.0,-1,1,1
2015-12-12,2015-12-12 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,32401,0,32401,11203,1,w2,0,0,11203,121000,27500,Available,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w3,0,2015-12-15 00:00:00,Contract,Contract,0,-1,-1,88599,16297,0,0,0,0,9795389,9795388,2015-12-12 22:22:40,2015-12-12 22:22:40,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,True,True,11203,True,0,0,0,88599,16297,-1,-1,-1,69.0,-1,0,27500.0,3929.0,121799.0,-1,1,1
2015-12-13,2015-12-13 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,32401,0,32401,11203,1,w2,0,0,18206,121000,27500,Available,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w3,0,2015-12-15 00:00:00,Contract,Contract,0,-1,-1,88599,16297,0,0,0,0,9834269,9834268,2015-12-13 22:18:04,2015-12-13 22:18:04,Mansfield,Mansfield,0,1,7003,3,7003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,18206,True,0,0,-7003,88599,9294,-1,-1,-1,64.0,-1,0,27500.0,3929.0,121799.0,-1,0,0
2015-12-14,2015-12-14 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,39404,0,39404,18206,1,w2,0,0,32411,121000,27500,Available,Limited,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w3,0,2015-12-15 00:00:00,Contract,Contract,0,-1,-1,81596,9294,0,0,0,0,9916081,9916080,2015-12-14 22:36:03,2015-12-14 22:36:03,Mansfield,Mansfield,0,1,14205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,True,True,32411,True,0,0,-14205,81596,-4911,-1,-1,-1,72.0,-1,100,27500.0,3929.0,121799.0,-1,1,0
2015-12-15,2015-12-15 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,53609,0,53609,14205,1,w3,0,0,0,121000,27500,Available,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w4,0,2015-12-22 00:00:00,Contract,Contract,0,-1,-1,67391,13295,0,0,0,0,9992786,9992785,2015-12-15 22:15:31,2015-12-15 22:15:31,Mansfield,Mansfield,0,3,14205,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,False,14205,True,0,0,-14205,67391,27500,-1,-1,-1,92.0,-1,0,27500.0,3929.0,121799.0,-1,0,0
2015-12-16,2015-12-16 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,53609,0,53609,14205,0,w3,0,0,14205,121000,27500,Available,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w4,0,2015-12-22 00:00:00,Contract,Contract,-1,-1,-1,67391,13295,0,0,0,0,10152919,10152918,2015-12-16 20:09:21,2015-12-16 20:09:21,Mansfield,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,14205,True,0,0,0,67391,13295,-1,-1,-1,86.0,-1,0,27500.0,3929.0,121799.0,-1,0,0
2015-12-17,2015-12-17 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,-1,-1,-1,2,63108,-1,2,w4,-1,0,23704,-1,-1,-1,-1,-1,100,-1,100,-1,-1,-1,w4,1,2015-12-22 00:00:00,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015-12-17 00:00:00,2015-12-17 00:00:00,-1,-1,-1,2,9499,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,2015-12-17 00:00:00,0,121000,27500,0,0,0,True,True,23704,True,0,0,-1,-1,-1,-1,-1,-1,95.0,-1,0,27500.0,3929.0,121799.0,-1,0,0
2015-12-18,2015-12-18 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,63108,0,63108,23704,1,w4,0,0,23704,121000,47300,Available,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w4,0,2015-12-22 00:00:00,Contract,Contract,0,-1,-1,57892,23596,0,0,0,0,10490596,10490595,2015-12-18 22:12:00,2015-12-18 22:12:00,Mansfield,Mansfield,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,47300,0,0,0,False,True,23704,True,0,0,0,57892,23596,-1,-1,-1,90.0,-1,0,47300.0,6757.0,209467.0,-1,0,0
2015-12-19,2015-12-19 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,63108,0,63108,23704,0,w4,0,0,23704,121000,47300,Available,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w4,0,2015-12-22 00:00:00,Contract,Contract,-1,-1,-1,57892,23596,0,0,0,0,10519379,10519378,2015-12-19 07:38:03,2015-12-19 07:38:03,Mansfield,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,47300,0,0,0,False,True,23704,True,0,0,0,57892,23596,-1,-1,-1,85.0,-1,0,47300.0,6757.0,209467.0,-1,0,0
2015-12-20,2015-12-20 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,-1,-1,-1,2,84470,-1,2,w5,-1,0,45066,-1,-1,-1,-1,-1,100,-1,100,-1,-1,-1,w4,1,2015-12-22 00:00:00,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015-12-20 00:00:00,2015-12-20 00:00:00,-1,-1,-1,2,21362,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,2015-12-20 00:00:00,0,121000,47300,0,0,0,True,True,45066,True,0,0,-1,-1,-1,-1,-1,-1,108.0,-1,0,47300.0,6757.0,209467.0,-1,0,0
2015-12-21,2015-12-21 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,84470,0,84470,45066,1,w5,0,0,47042,121000,47300,Limited,Low,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w4,0,2015-12-22 00:00:00,Contract,Contract,0,-1,-1,36530,2234,0,0,0,0,10672866,10672865,2015-12-21 22:07:49,2015-12-21 22:07:49,Mansfield,Mansfield,0,1,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,47300,0,0,0,False,True,47042,True,0,0,-1976,36530,258,-1,-1,-1,103.0,-1,0,47300.0,6757.0,209467.0,-1,0,0
2015-12-22,2015-12-22 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,86446,0,86446,1976,1,w6,0,0,10298,121000,27500,Limited,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w5,0,2015-12-29 00:00:00,Contract,Contract,0,-1,-1,34554,25524,0,0,0,0,10838757,10838756,2015-12-22 22:09:51,2015-12-22 22:09:51,Mansfield,Mansfield,0,1,10298,3,10298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,0,0,0,0,-10298,34554,17202,-1,-1,-1,101.0,-1,0,27500.0,3929.0,121799.0,-1,0,0
2015-12-23,2015-12-23 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,96744,0,96744,12274,1,w6,0,0,0,121000,39032,Limited,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w1,0,2015-01-01 00:00:00,Contract,Contract,0,-1,-1,24256,26758,0,0,0,0,10986537,10986536,2015-12-23 22:01:02,2015-12-23 22:01:02,Mansfield,Mansfield,0,3,12274,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,39032,0,0,0,False,False,12274,True,0,0,-12274,24256,39032,-1,-1,-1,108.0,-1,0,39032.0,5576.0,172856.0,-1,0,0
2015-12-24,2015-12-24 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,96744,0,96744,12274,0,w6,0,0,12274,121000,39032,Limited,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w1,0,2015-01-01 00:00:00,Contract,Contract,-1,-1,-1,24256,26758,0,0,0,0,11112185,11112184,2015-12-24 19:10:53,2015-12-24 19:10:53,Mansfield,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,39032,0,0,0,False,True,12274,True,0,0,0,24256,26758,-1,-1,-1,103.0,-1,0,39032.0,5576.0,172856.0,-1,0,0
2015-12-25,2015-12-25 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,-1,-1,-1,0,-1,-1,0,w7,-1,0,-1,-1,-1,-1,-1,-1,100,-1,100,-1,-1,-1,w5,1,2015-12-29 00:00:00,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015-12-25 00:00:00,2015-12-25 00:00:00,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,2015-12-25 00:00:00,0,121000,39032,0,0,0,True,False,0,0,0,0,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,39032.0,5576.0,172856.0,-1,0,0
2015-12-26,2015-12-26 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,-1,-1,-1,0,-1,-1,0,w7,-1,0,-1,-1,-1,-1,-1,-1,100,-1,100,-1,-1,-1,w5,1,2015-12-29 00:00:00,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015-12-26 00:00:00,2015-12-26 00:00:00,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,2015-12-26 00:00:00,-1,-1,-1,-1,-1,-1,False,False,0,0,0,0,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0,0
2015-12-27,2015-12-27 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,-1,-1,-1,0,-1,-1,0,w7,-1,0,-1,-1,-1,-1,-1,-1,100,-1,100,-1,-1,-1,w5,1,2015-12-29 00:00:00,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015-12-27 00:00:00,2015-12-27 00:00:00,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,2015-12-27 00:00:00,-1,-1,-1,-1,-1,-1,False,False,0,0,0,0,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,0,0
2015-12-28,2015-12-28 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,96744,0,96744,12274,1,w7,0,0,19277,121000,39032,Limited,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w1,0,2015-01-01 00:00:00,Contract,Contract,0,-1,-1,24256,26758,0,0,0,0,11173857,11173856,2015-12-28 23:26:51,2015-12-28 23:26:51,Mansfield,Mansfield,0,1,7003,3,7003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,39032,0,0,0,False,True,19277,True,0,0,-7003,24256,19755,-1,-1,-1,89.0,-1,0,39032.0,5576.0,172856.0,-1,0,0
2015-12-29,2015-12-29 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,103747,0,103747,19277,1,w7,0,0,23481,121000,39032,Low,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w1,0,2015-01-01 00:00:00,Contract,Contract,0,-1,-1,17253,19755,0,0,0,0,11230661,11230660,2015-12-29 22:27:56,2015-12-29 22:27:56,Mansfield,Mansfield,0,1,4204,3,4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,39032,0,0,0,False,True,23481,True,0,0,-4204,17253,15551,-1,-1,-1,92.0,-1,0,39032.0,5576.0,172856.0,-1,0,0
2015-12-30,2015-12-30 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,107951,0,107951,23481,1,w7,0,0,23481,121000,39032,Low,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w1,0,2015-01-01 00:00:00,Contract,Contract,0,-1,-1,13049,15551,0,0,0,0,11291559,11291558,2015-12-30 22:30:03,2015-12-30 22:30:03,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,39032,0,0,0,False,True,23481,True,0,0,0,13049,15551,-1,-1,-1,92.0,-1,0,39032.0,5576.0,172856.0,-1,0,0
2015-12-31,2015-12-31 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,107951,0,107951,23481,1,w7,0,0,23481,121000,39032,Low,Available,-1,100,-1,100,-1,-1,01/01 00:00:00 MST,w1,0,2015-01-01 00:00:00,Contract,Contract,-1,-1,-1,13049,15551,0,0,0,0,11340270,11340269,2015-12-31 22:28:41,2015-12-31 22:28:41,Mansfield,Mansfield,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,39032,0,0,0,False,True,23481,True,0,0,0,13049,15551,-1,-1,-1,89.0,-1,0,39032.0,5576.0,172856.0,-1,0,0
